50 4	128 40
37 143 43 52 7 8 1301 4	36 1734 60 1474 55 76 4
37 143 43 52 7 8 1301 4	36 9 890 60 1474 55 76 4
37 66 35 59 158 142 4	36 277 108 41 113 6 74 4
37 66 89 71 6 200 65 4	36 998 62 10 15 76 1480 4
37 348 11 128 52 10 1055 4	36 14 76 1 8 6 708 4
37 1710 7 52 187 264 4	36 76 444 356 250 4
37 17 10 1804 19 10 1 4	36 9 1936 29 30 1144 29 2806 4
37 17 10 1278 218 19 185 4	36 9 196 1 6 125 192 4
37 17 86 4012 1 4	35 9 23 832 6126 4
37 17 148 47 15 107 5 115 4	36 9 770 13 39 11 5 14 15 32 4
37 17 325 7 10 3237 4	36 9 1062 13 23 643 4
37 17 38 595 7 1808 4	89 14 24 5579 8 200 2685 4
37 17 38 251 261 8 487 4	36 21 18 8 129 264 16 313 4
37 17 74 808 32 537 4	36 9 1419 34 46 574 4
37 17 74 808 32 537 4	36 9 1419 38 31 2740 34 46 574 4
37 17 170 683 64 10 1145 4	36 9 91 2576 123 2441 4
37 17 170 683 64 10 1145 4	36 9 91 2576 28 476 11 2441 4
356 11 6 35 47 112 99 9	14 184 17 8 53 60 147 28 20 211 7
356 11 6 35 47 112 99 9	14 349 10 8 53 60 147 143 7
303 22 49 7 18 15 26 98 4	474 47 90 38 26 45 12 51 191 4
303 22 49 7 18 15 26 98 4	1603 47 90 38 26 45 12 10 191 4
319 12 2608 7 732 4	493 9 3427 13 16 573 4
319 12 2608 7 732 4	15 809 9 3427 13 16 573 4
80 18 6 912 192 289 9	1 91 726 10 149 28 279 7
111 938 151 253 349 4	881 939 2061 522 1789 4
111 19 197 1027 31 260 4	30 386 6 167 891 65 1 4
111 131 1500 94 406 4	1028 412 61 1 28 5001 4
111 63 5138 7 830 4	881 14 1675 8 61 1123 4
111 4564 57 100 1 4	12 43 18 1028 1 11 15 74 14 1 87 4
585 12 3816 29 250 4	173 23 4407 59 269 4
585 2841 42 46 1088 4	173 23 76 18 750 77 15 712 4
585 17 419 10 81 120 4	5 334 173 23 48 300 30 180 330 4
585 17 773 14 17 305 4	173 23 18 225 16 460 6 22 4
271 12 432 8 735 4	173 23 514 56 782 4
271 483 8 1929 168 4	173 23 18 1 24 2903 4
271 483 8 1929 168 4	173 23 18 1 24 2903 4
271 483 8 1929 168 4	173 23 18 2016 24 2903 4
603 5 61 1440 219 4	5 33 284 682 1609 4
603 5 421 74 19 114 4	682 26 5 861 29 126 4
603 5 421 74 19 114 4	682 26 5 32 13 867 29 126 4
603 15 17 38 80 1039 4	46 146 26 20 21 9 8 62 851 4
205 26 5 30 11 184 32 142 4	306 26 5 14 71 8 252 278 4
2087 12 10 4147 520 4	24 2521 9 23 500 1 4
2927 12 65 218 1812 4	24 3570 9 100 612 3201 4
2927 12 46 218 1812 4	24 3570 9 100 612 3201 4
192 90 6 31 1156 7 4	238 127 89 51 238 4
184 219 91 29 540 4	1033 86 13 24 2874 6 82 1071 40
184 219 91 29 2756 4	357 480 6 82 3133 4
184 219 91 29 2756 4	818 480 6 82 3133 4
190 1105 41 316 10 1203 4	552 29 1934 149 1 40
190 1105 41 316 10 1203 4	819 29 1934 123 30 786 1530 4
190 2658 297 8 3943 4	552 6 1799 813 56 2502 4
190 2658 297 8 3943 4	819 6 1799 813 56 2502 4
190 3443 43 29 352 4	819 6 7088 82 339 40
190 1615 47 22 41 13 4	552 6 33 1 123 75 4
190 1615 47 22 41 13 4	1962 6 33 5494 123 39 4
190 293 7 22 58 14 4	552 6 33 114 6 22 4
190 4 6 36 546 22 4177 4	819 40 10 33 237 5654 4
190 4 6 36 546 22 4177 4	552 40 17 33 157 5654 4
2327 288 8 2149 12 501 4	12 139 1123 15 2179 476 37 12 9 557 4
369 209 80 6 23 11 1501 4	960 7124 1224 6 14 8 3732 4
316 10 344 12 1316 4158 4	30 786 109 9 1068 3774 4
316 10 326 12 2230 7 1501 4	23 1142 807 9 1 13 24 1710 4
982 26 8 474 143 74 4	49 13 404 16 722 45 4253 4
816 12 920 94 613 4	20 48 2960 15 760 26 35 9 15 597 4
2404 12 8 266 1231 4	16 5703 9 16 770 1278 4
101 20 919 4 15 17 1 4	376 68 971 4 36 9 4318 4
101 2554 6 41 266 4	376 388 11 17 2085 4
1095 4293 178 46 3898 4	46 1372 1 77 138 1814 4
85 14 7 184 95 16 12 4	217 13 22 6 252 108 88 12 61 324 4
85 14 28 6 39 7 18 4	217 13 22 20 11 17 50 38 4
85 22 155 95 6 223 4	314 47 129 30 146 88 10 2277 4
85 22 155 95 6 223 4	217 47 129 30 146 88 17 677 4
85 22 20 156 11 719 4	314 47 11 20 21 9 8 28 117 29 523 40
85 22 28 93 181 4	314 47 20 48 45 9 1279 231 40
85 22 28 93 181 4	314 47 20 48 45 9 92 231 40
85 22 28 93 181 4	314 47 20 48 9 92 276 40
85 22 28 93 181 4	217 47 20 48 45 9 92 231 40
85 22 28 93 181 4	217 47 20 48 9 92 276 40
85 22 28 93 181 4	217 47 20 48 18 92 162 517 40
85 22 28 33 203 12 4	217 47 158 9 94 189 4
85 22 28 33 203 12 4	314 47 158 9 73 189 4
85 22 70 5 87 18 13 4	314 47 78 5 184 38 75 4
85 22 70 5 87 18 13 4	217 47 78 5 184 38 39 4
85 167 13 44 36 221 4	217 270 37 101 95 652 4
85 167 13 44 36 221 4	314 270 37 101 95 652 4
85 167 13 44 36 221 4	314 270 37 67 95 652 4
85 96 28 181 7 14 4	217 27 20 48 9 276 13 22 4
593 12 29 1 1869 4	15 630 9 59 1220 920 4
414 6 45 32 232 59 4	365 13 99 29 53 108 4
414 6 45 32 232 59 4	365 13 165 29 53 108 4
414 6 32 1192 22 74 4	365 6 44 160 4
414 6 4 25 54 18 140 266 4	365 4 27 2243 6 179 175 4
648 32 1 20 74 4	365 29 104 57 1432 150 4
648 32 8 609 19 338 4	365 34 15 319 4
648 32 8 1 4	365 34 24 1 4
648 32 33 1 4	365 6 141 1 4
648 32 33 1768 270 4	365 6 141 1 426 4
648 32 33 1768 270 4	365 34 73 1 426 40
13 183 12 86 3992 4	112 11 39 26 35 9 23 1 4
13 1304 12 74 19 1719 4	206 1337 21 9 42 28 4532 4
13 550 12 842 56 1230 4	20 611 9 3206 64 28 180 573 4
13 550 12 842 56 1230 4	20 611 9 1 64 28 180 573 4
13 279 12 60 1287 4	15 311 9 72 2753 4
13 166 69 10 134 19 4020 4	20 172 1 6 691 5864 4
13 1062 12 136 19 1184 4	20 1187 9 57 6 3779 4
13 1062 12 136 19 1184 4	20 1187 9 6 1459 4
13 127 1715 21 10 1198 4	16 137 400 53 41 23 1385 4
13 621 7 8 262 227 4	39 3743 60 119 4
13 601 295 38 112 4	67 61 302 11 206 619 14 827 8 4
13 97 55 181 7 22 4	75 495 257 44 523 4
13 62 11 259 3293 7 22 4	39 14 44 9 119 8 372 13 24 832 4
13 129 11 395 5 30 184 4	39 14 951 8 11 5 181 252 4
13 567 1083 65 1521 4	68 694 76 812 13 1 4
13 567 1083 65 1521 4	68 694 76 812 13 6422 4
13 567 312 81 42 6 4	68 694 10 128 91 4
13 549 1571 22 8 4553 4	20 734 44 1 4
13 549 1571 22 8 4553 4	20 734 33 1 4
13 703 7 35 8 339 4	12 61 324 11 35 9 16 322 4
13 75 1959 74 19 2606 4	35 9 822 1 4
13 794 12 60 615 4	20 844 863 72 825 4
13 12 10 3088 764 19 57 4	35 9 30 1306 7224 6 74 4
13 12 10 60 81 335 4	35 9 30 72 180 282 4
13 12 67 511 19 412 4	20 21 9 8 94 516 4
13 12 67 511 19 412 4	20 21 9 8 73 516 4
13 12 67 511 19 412 4	35 9 8 205 649 4
13 156 11 8 737 21 470 4	20 21 9 8 15 791 60 502 4
13 194 12 736 668 4	20 2064 9 49 13 57 1806 4
13 866 27 686 94 14 4	20 972 18 80 993 98 22 4
13 173 166 12 10 618 191 4	20 395 172 9 30 1 1 4
13 203 156 11 393 4	20 189 21 9 8 546 4
13 2246 22 19 29 171 4	39 33 616 59 156 4
13 996 75 141 2460 4	20 635 18 105 6 2489 4
13 87 118 182 954 4	75 400 2696 183 987 4
13 87 55 102 724 4	75 495 197 53 1277 4
13 424 1769 12 4334 4	68 370 2667 9 16 42 3115 4
13 569 27 758 94 14 4	68 605 18 80 2856 98 22 4
13 569 27 758 94 14 4	68 605 208 2856 98 22 4
13 823 41 10 81 229 4	39 18 24 151 29 53 30 180 221 4
13 823 60 465 4	75 281 291 670 4
13 591 75 696 2753 4	68 614 18 6 870 3680 4
13 834 2209 6 60 170 4	68 1124 51 128 72 91 4
13 1317 3135 29 243 4	75 44 18 2206 2438 4
13 27 10 582 227 7 18 4	35 54 1687 6 38 39 4
13 27 140 2112 203 4	35 54 179 42 518 189 4
13 27 140 224 4676 4	35 54 179 520 1714 4
13 27 140 224 4676 4	20 208 179 520 1714 4
13 27 140 224 4676 4	20 208 179 1714 1 4
13 27 8 229 26 244 11 15 9	35 54 24 221 26 251 7
13 244 11 2947 26 27 15 9	20 21 54 8 2678 26 62 7
13 244 11 533 19 8 326 4	75 14 730 8 386 56 543 4
13 244 11 60 302 19 6 4	20 21 54 8 72 1181 6 141 254 4
13 244 11 60 302 19 6 4	20 21 54 8 72 814 6 73 254 4
13 78 35 1 4	20 431 113 3125 4
13 348 11 35 10 81 229 4	20 14 431 8 30 180 221 4
13 348 11 35 2719 4	75 14 431 8 4585 4
13 54 35 10 284 3992 4	20 277 30 343 3146 4
13 54 214 96 10 169 57 4	75 27 820 758 23 113 6 74 4
13 17 45 5 27 380 32 4	35 9 49 20 11 19 922 4
13 17 45 8 648 5 79 4	20 65 99 31 6171 317 19 25 103 4
13 17 45 25 30 18 32 99 4	35 9 49 20 11 27 267 38 34 15 211 4
13 17 86 4994 19 2122 4	35 9 23 1 6 397 4
13 17 86 465 592 4	35 9 23 538 670 4
13 17 318 6 36 10 383 4	35 9 596 11 52 69 30 3183 4
13 17 1547 138 107 196 4	39 26 35 9 42 437 13 97 37 13 38 4
13 17 448 49 5 39 15 4	35 9 477 123 39 11 5 15 50 4
13 17 448 28 5 661 4	35 9 477 20 11 19 1 4
13 17 448 28 5 570 4	35 9 477 20 317 19 155 103 4
13 17 448 28 14 138 4	35 9 477 20 11 22 18 79 4
13 17 448 28 181 4	35 9 477 20 48 45 9 231 4
13 17 76 7 101 10 288 4	39 128 176 56 74 4
13 17 49 5 105 7 40 65 4	35 9 123 39 11 5 24 25 2576 4
13 17 49 353 131 18 15 4	35 9 16 422 317 16 783 46 203 15 743 4
13 17 72 1 472 4	35 9 154 176 138 1423 34 46 1 4
13 17 72 33 1442 4	20 21 9 11 73 1650 4
13 17 72 33 1442 4	20 21 9 11 94 1650 4
13 17 29 203 26 38 412 4	35 9 59 189 26 8 15 1529 4
13 17 29 203 26 38 412 4	35 9 59 189 26 8 15 1561 4
13 17 836 19 33 511 4	75 14 10 479 8 4
13 17 38 45 13 181 4	20 21 9 8 49 20 48 45 9 572 4
13 17 38 45 13 181 4	20 21 9 8 49 20 48 45 9 231 4
13 17 38 45 13 181 4	20 21 9 8 49 20 48 9 276 4
13 17 38 32 6 7 925 4	20 21 9 8 13 86 29 28 1122 4
13 17 38 49 5 230 15 4	20 21 9 8 481 11 5 33 15 616 4
13 17 38 29 508 2633 4	20 21 9 8 59 308 920 4
13 17 38 93 10 1231 4	20 21 9 8 92 30 1278 4
13 17 38 93 29 203 4	20 21 9 8 92 59 189 4
13 17 38 28 5 72 261 4	20 21 9 8 20 11 5 315 29 354 4
13 17 38 28 5 195 4	5 21 841 8 75 4
13 17 38 28 5 27 491 4	20 21 9 8 20 11 19 111 28 117 6 97 4
13 17 38 28 5 34 59 32 4	20 21 9 8 34 39 11 5 32 81 4
13 17 4331 945 4	35 9 5861 968 4
13 17 8 150 5 580 21 4	35 9 16 116 41 607 5 32 878 4
13 17 8 147 137 7 18 15 4	35 9 16 258 664 6 15 38 4
13 17 8 533 5 23 11 41 4	35 9 16 386 11 5 21 106 8 4
13 17 8 494 37 17 217 4	35 9 16 256 34 607 36 9 28 292 4
13 17 8 494 25 36 59 4	35 9 16 256 34 607 27 110 81 4
13 17 1317 4021 4	35 9 2206 5397 4
13 17 28 5 138 45 693 4	35 9 20 11 5 2617 239 15 1221 4
13 17 28 5 87 55 196 4	35 9 20 11 19 224 197 38 4
13 17 28 5 87 55 138 4	35 9 20 11 19 224 197 97 4
13 17 28 5 175 7 231 4	35 9 20 11 5 228 354 4
13 17 28 5 27 391 42 4	35 9 13 39 11 19 111 28 117 6 325 4
13 17 28 5 34 386 7 18 4	35 9 20 11 5 2481 6 38 4
13 17 28 5 34 386 7 18 4	35 9 20 11 5 32 28 117 29 369 6 38 4
13 17 28 5 55 153 138 4	35 9 20 11 19 25 121 79 4
13 17 28 434 22 807 4	35 9 20 48 33 780 1245 4
13 17 28 434 22 807 4	35 9 20 48 33 780 2144 4
13 17 28 93 4462 22 4	35 9 20 48 33 57 92 249 4
13 17 28 25 36 1 32 4	35 9 20 11 27 1 4
13 17 28 25 36 391 42 4	35 9 20 77 120 27 2778 4
13 17 28 6 18 26 156 11 15 9	35 9 20 11 17 157 26 21 9 20 8 7
13 17 28 6 18 26 156 11 15 9	35 9 20 11 10 237 26 21 9 20 8 7
13 17 28 17 546 22 401 4	35 9 20 48 33 780 423 4
13 17 28 17 353 393 4	35 9 20 48 9 15 42 546 4
13 17 28 17 221 43 6 4	35 9 20 48 14 128 8 166 86 4
13 17 28 17 221 43 6 4	35 9 20 48 1436 166 10 4
13 17 95 6 36 1457 4	35 9 108 11 10 237 407 4
13 17 95 6 36 1457 4	35 9 108 11 17 51 3572 4
13 17 70 5 256 7 88 6 4	35 9 78 5 32 372 10 124 4
13 17 70 5 478 58 6 4	35 9 78 5 33 157 56 835 34 10 4
8 5050 1007 7 234 4	31 1996 95 2282 13 229 4
8 1 31 140 1183 4	31 1 65 432 1399 4
8 270 7 13 17 1969 4	16 426 13 75 9 1 4
8 875 450 91 8 534 4	16 1141 9 1145 6 24 606 4
8 875 450 91 8 534 4	16 1141 1986 6 24 606 4
8 2106 1402 21 1664 4	16 2621 45 9 1 98 23 1710 4
8 887 12 673 42 816 4	16 1011 9 1772 15 760 4
8 396 398 198 8 160 4	15 424 1248 41 16 310 4
8 1108 93 1704 81 4	20 1200 1408 92 134 4
8 1207 367 362 225 4	167 1333 61 2782 4
8 2541 27 556 19 277 4	15 3175 54 637 29 259 4
8 652 87 35 196 280 4	15 723 400 53 459 419 4
8 1 75 1529 178 4	15 428 6 2971 45 9 2016 4
8 127 12 1 56 3911 4	16 137 9 1 64 195 3115 4
8 127 467 198 10 1 4	16 137 9 2105 41 23 1 4
8 127 3492 8 460 4	16 137 18 5865 16 1437 4
8 405 62 11 677 10 1 4	15 469 14 1 8 23 1 4
8 405 12 1295 21 8 534 4	15 469 9 3114 41 24 606 4
8 405 12 600 8 586 4	15 469 479 15 810 4
8 405 27 1 740 1 4	15 469 61 1 31 3249 4
8 1591 12 10 415 106 1703 4	15 2596 9 23 113 118 4742 4
8 387 17 1332 12 2484 4	15 3217 1 56 1229 4
8 1135 1 31 2108 4	31 1 6 24 1336 1 4
8 3367 1 180 8 1289 4	16 4379 9 7009 60 509 6 16 1185 4
8 3367 12 345 1 4	16 4379 9 335 1 4
8 878 755 11 251 1921 4	15 952 21 18 8 129 578 4
8 2196 1402 47 535 4	16 2359 45 9 1821 13 550 201 4
8 596 19 486 75 1 4	15 2804 6 16 194 18 3389 4
8 596 19 486 75 1 4	15 2804 6 16 194 45 9 1494 4
8 1 1636 8 1757 4	15 1 18 1752 16 2129 4
8 1 1636 8 1757 4	15 1 3796 16 2129 4
8 2351 12 2969 538 4	16 1434 2281 45 1784 4
8 358 2568 8 550 4	15 488 5866 15 611 4
8 358 2568 8 550 4	15 488 18 1 15 611 4
8 206 5139 740 5122 4	15 210 18 5478 70 7236 4
8 235 97 38 35 780 4	16 182 14 537 8 45 709 4
8 567 2620 6 60 170 4	16 694 51 128 72 91 4
8 1 3541 10 134 19 1569 4	15 1 1233 105 6 1 4
8 324 1087 690 8 1 4	16 1703 1293 13 674 48 61 5784 241 4
8 1835 12 74 19 705 4	24 2181 9 850 1098 4
8 1152 1 140 891 4	24 1538 18 1 179 853 4
8 1711 12 1 4	31 2252 1 4
8 3243 66 35 42 8 179 4	16 1419 277 77 16 1039 4
8 435 388 824 4	15 428 856 7076 4
8 586 258 11 1 133 4	15 810 14 3972 8 144 145 4
8 785 135 35 542 597 4	15 1013 331 53 1 634 4
8 785 135 35 542 597 4	15 1013 331 53 2215 634 4
8 785 135 35 60 597 4	15 1013 331 53 72 634 4
8 748 63 686 94 14 4	31 772 95 80 4241 98 22 4
8 383 430 10 424 586 4	16 260 3455 23 230 810 4
8 383 430 10 424 586 4	16 260 18 225 23 230 810 4
8 383 430 10 424 586 4	16 260 18 1191 23 230 810 4
8 754 301 52 10 306 4	31 692 76 95 294 30 474 4
8 628 75 182 3245 4	24 672 18 183 3985 4
8 150 398 60 1 4	16 116 130 24 151 72 1 4
8 873 12 106 209 7 2808 4	16 1157 9 118 1525 13 4412 4
8 2385 12 1 4	24 2423 9 28 556 4
8 1368 17 426 27 3235 4	15 4905 208 3775 4
8 1368 17 426 27 3235 4	15 4925 18 80 3775 4
8 2468 529 7 35 1 4	16 3158 18 103 29 53 1 4
8 974 450 7 8 972 4	31 1733 1 77 15 1013 4
8 340 27 2164 94 14 4	16 333 54 1 98 22 4
8 1272 31 42 1535 4	31 2070 65 1 28 448 4
8 3173 63 206 1 4	31 4102 283 1 4
8 2174 1 12 483 168 4	16 1 3632 9 1772 4
8 194 371 10 282 458 446 4	24 202 9 2241 12 43 18 214 201 4
8 194 27 10 2821 1425 4	206 202 54 23 1053 3448 4
8 1937 3712 8 4504 4	15 2928 5829 24 6138 4
8 329 397 47 1219 4	16 295 45 9 1821 13 868 201 4
8 329 12 411 342 219 4	16 393 61 1215 41 352 234 4
8 329 27 45 113 180 4	16 393 1 13 100 736 4
8 329 27 45 113 180 4	16 393 4939 736 4
8 329 27 45 113 180 4	16 393 54 77 15 353 6 61 1270 4
8 329 27 45 113 180 4	16 393 54 34 481 97 7114 4
8 329 143 385 170 4	16 393 45 9 519 91 1049 4
8 329 17 58 7 404 4	16 393 9 77 15 353 6 700 4
8 417 755 11 388 251 4	15 454 21 9 8 129 3933 4
8 1198 12 699 2301 4	15 1385 771 16 554 29 53 2280 4
8 2747 1932 12 1218 4	16 3031 56 500 128 1 4
8 2747 1932 12 1218 4	16 3031 56 500 45 1 4
8 159 712 12 3959 4	15 236 988 9 2099 4
8 159 1660 256 133 4	31 1346 2734 65 1638 144 145 4
8 1560 667 10 1059 1 4	24 1 18 6100 41 30 4242 4
8 1560 667 10 1059 1 4	24 1899 18 6100 41 30 4242 4
8 173 194 371 91 3514 4	15 1103 202 9 328 6 504 4
8 173 194 371 91 3514 4	15 1103 202 2273 6 504 4
8 173 194 75 189 114 4	15 1103 202 579 6 698 29 126 4
8 173 194 2479 7 646 4	15 1103 202 2273 6 504 4
8 624 79 7 35 1057 4	31 321 95 103 29 53 4443 4
8 624 79 7 35 1057 4	31 321 1491 53 5110 4
8 1826 1648 1106 4	31 2342 65 2534 2860 4
8 1826 1648 1106 4	31 2342 5674 2860 4
8 1 12 556 19 3542 4	15 1 9 637 6 1466 4324 4
8 305 12 345 3140 4	24 434 9 335 3869 4
8 3646 12 136 19 2835 4	24 4275 9 28 3843 4
8 257 12 47 1227 759 561 4	16 310 9 13 1058 201 4
8 203 2463 1 4	15 189 357 13 746 4
8 203 87 35 1909 4	15 189 400 53 2032 4
8 3218 1134 8 1198 4	16 4176 18 2280 15 1385 4
8 1 31 1535 4	31 1773 65 28 448 4
8 1293 27 2618 4	15 1445 18 80 3435 4
8 1293 27 2618 4	15 1445 208 3435 4
8 1354 31 1 4	31 1501 14 65 8 1 4
8 1354 63 1 4	31 1501 754 1 4
8 1354 63 1 4	31 1501 95 80 1 4
8 1596 4428 90 15 1232 4	15 1791 5091 127 12 1077 4
8 262 227 3313 7 22 4	16 119 85 771 34 47 4
8 1 31 1746 1 4	31 1 14 61 3071 335 8 4
8 1859 27 407 3276 4	16 2532 54 177 1 4
8 891 771 1 32 1 4	15 1812 628 5629 34 1 4
8 996 12 673 42 816 4	15 635 9 1112 15 760 4
8 675 627 1 4	16 671 1632 1 4
8 675 627 1 4	16 671 9 1782 1 4
8 3149 17 739 12 1130 4	12 861 16 414 6 16 4080 4
8 427 69 10 152 3685 4	24 363 45 9 91 3555 4
8 973 1571 474 56 1355 4	15 669 6860 722 64 1502 4
8 973 12 2608 7 226 4	15 669 9 72 546 34 16 194 4
8 973 12 3911 59 26 106 4	15 669 5185 81 149 4
8 973 27 3911 1 4	15 669 1 291 4
8 3115 1262 21 8 1652 4	31 3304 61 1 41 31 586 4
8 57 32 293 12 180 4	15 74 6 16 1577 9 231 4
8 960 12 2531 1 4	16 1 1610 41 15 226 46 1 29 30 474 4
8 856 1754 7 10 1 4	16 1553 45 1766 1 4
8 291 179 185 458 446 4	15 117 9 497 12 43 18 125 201 4
8 1 149 11 35 372 4	16 1 14 277 8 437 4
8 534 450 178 94 2056 4	24 606 9 842 49 188 4
8 1080 63 556 19 1315 4	31 1361 283 1 29 1568 4
8 339 1430 771 6 454 4	16 322 10 1 4
8 2142 123 448 2348 4	31 2988 65 1254 3754 4
8 185 721 63 38 2166 4	31 125 769 21 283 8 275 4
8 1 2007 182 342 4	31 1 95 1 265 183 234 4
8 1 2007 182 342 4	24 1 18 3171 183 234 4
8 420 637 982 4	15 74 3267 1839 4
8 420 12 310 882 4	12 57 6 821 28 821 4
8 420 12 765 133 4	144 145 26 15 74 9 1053 4
8 420 12 2531 4397 4	15 74 1571 4990 4
8 420 12 2219 133 4	15 74 9 3252 26 144 145 4
8 647 2245 300 1282 4	195 16 3326 227 16 1261 4
8 647 2245 300 1282 4	16 3326 2643 227 16 1261 4
8 394 12 67 390 21 281 4	20 458 21 9 1670 1 4
8 394 12 67 390 21 281 4	15 458 21 9 42 2163 4
8 394 12 1 7 22 4	20 458 14 44 9 8 2170 4
8 112 12 38 397 251 4	15 147 21 9 8 129 582 4
8 2984 75 38 1 251 4	16 3187 21 9 8 129 1 4
8 349 549 300 7 255 4	15 360 202 227 443 4
8 1301 12 673 42 2022 4	15 1474 9 1112 15 597 4
253 329 27 3415 4	270 1714 54 4465 4
253 1943 31 153 597 4	522 3064 65 121 1001 4
53 31 4981 21 8 785 4	12 43 18 46 1 41 15 1013 4
53 31 3226 1351 4	12 43 18 46 3956 1003 4
53 31 67 1292 1459 4	12 21 43 18 8 29 321 1537 4
53 31 147 185 342 179 4	12 14 357 42 11 125 234 4
53 97 35 67 2420 4	12 14 537 43 104 286 3141 4
53 97 35 67 2420 4	12 14 302 43 104 286 3141 4
53 12 10 166 42 8 482 4	12 43 18 23 172 77 16 505 4
53 12 10 396 538 8 235 4	12 43 18 23 424 440 6 16 182 4
53 12 10 405 476 8 279 4	12 43 18 23 469 399 15 311 4
53 12 10 561 42 8 1056 4	30 2287 9 1 60 1207 4
53 12 10 169 277 179 4	12 357 23 113 29 259 4
53 12 10 134 19 112 7 18 4	12 43 18 105 6 147 13 38 4
53 12 67 103 1650 179 4	12 14 357 42 6 1910 4
53 12 147 68 1297 1856 4	12 21 43 18 37 30 2015 6 6199 4
53 12 147 68 1297 1856 4	12 21 43 18 37 30 4730 4
53 12 1942 21 2657 4	12 43 18 6 16 1415 41 31 4973 4
53 135 35 10 2145 1241 96 4	12 331 43 104 23 3540 1921 27 4
53 27 10 405 42 8 482 4	12 43 130 23 469 77 16 505 4
53 27 10 1135 59 334 4	23 209 26 12 43 130 81 30 1336 4
53 27 1059 42 8 785 4	12 43 130 56 1403 77 15 1013 4
53 27 67 3721 3574 4	12 21 43 962 8 6 6800 1 4
53 27 67 68 179 113 22 4	12 14 3655 109 29 135 11 47 4
53 27 67 68 7 190 14 4	12 21 43 130 109 34 383 22 4
53 27 199 286 7 18 4	12 21 43 130 112 29 135 13 38 4
53 27 199 179 7 18 4	12 21 43 130 42 112 13 38 4
53 244 11 10 3851 21 1033 4	12 21 43 130 8 5694 48 3285 28 433 4
53 244 11 10 3851 21 1033 4	12 21 43 130 109 28 433 4
53 63 67 372 2759 4	12 21 43 130 8 6 602 437 4
53 17 10 1699 900 176 4	174 26 12 43 18 23 1350 6 2777 4
53 17 10 481 538 29 150 4	12 43 18 23 675 440 6 166 47 4
53 17 10 481 538 29 150 4	440 6 82 116 12 43 18 23 675 4
53 17 10 1406 19 658 4	12 43 18 30 1793 6 667 4
53 17 10 1406 19 658 4	16 1793 29 30 667 2932 4
53 17 10 1433 76 297 4	30 1636 5014 4
53 17 10 1433 76 297 4	12 43 18 30 1636 48 5014 4
53 17 10 424 885 7 328 4	12 43 18 23 1605 483 13 529 4
53 17 153 103 7 377 4	12 43 18 121 42 13 403 4
53 17 103 7 15 107 13 4	12 1 345 11 75 4
53 17 67 225 1082 4	12 21 43 18 8 29 135 1285 4
53 17 67 851 19 1 4	12 21 43 18 8 6 1431 29 1 4
53 17 67 316 227 64 1 4	24 1 26 39 21 2932 8 4
53 17 67 482 21 8 160 4	12 21 43 18 8 6 505 41 16 865 4
53 17 67 277 21 8 1395 4	12 21 43 18 8 29 259 41 16 1534 4
53 17 38 10 284 923 4	12 21 43 18 8 30 343 1026 4
53 17 1685 6 30 1191 4	17 21 63 1240 254 88 51 1614 4
53 17 1685 6 30 1191 4	10 21 66 1240 254 88 10 1614 4
53 17 585 47 8 235 4	12 43 18 173 23 13 16 182 4
53 17 104 21 8 541 4	12 43 18 96 85 41 16 604 4
197 31 29 406 858 4	1230 377 65 122 854 6 2285 4
197 3696 31 45 536 4	167 1 65 165 13 2045 4
197 1147 31 136 21 470 4	167 1311 65 1 60 502 4
197 4646 31 1 4	167 5376 65 1 4
197 748 258 11 32 6 4	167 772 14 65 8 34 10 4
197 748 258 11 32 6 4	167 772 14 65 8 34 86 4
197 835 31 315 4	167 847 65 1 4
197 3122 31 106 574 4	20 2065 9 118 218 4
197 3122 79 4531 4	20 2065 18 103 29 53 5257 4
44 861 7 112 354 4	67 45 4336 34 325 387 4
44 861 7 112 354 4	101 45 4336 34 325 387 4
44 861 7 112 354 4	67 45 4336 34 325 6 952 4
44 31 108 1085 107 96 4	67 65 105 42 1228 11 27 4
44 31 38 29 618 299 4	67 14 65 8 122 4524 275 4
44 31 701 21 8 481 4	67 6953 41 15 675 4
44 31 701 21 8 481 4	101 6953 41 15 675 4
44 31 293 58 436 4	67 1540 6 485 4
44 4603 8 2374 7 96 4	67 27 95 5350 16 2298 4
44 301 10 541 19 1382 4	67 95 294 30 604 6 5527 4
44 301 10 541 19 1382 4	67 95 294 30 604 6 1757 4
44 673 8 996 47 535 4	67 95 1112 15 635 13 550 201 4
44 89 91 8 262 498 4	67 1822 6 16 119 305 4
44 3008 140 1490 4	67 1 179 1711 4
44 48 38 212 253 394 4	101 21 95 8 1582 1162 4
44 48 28 44 63 130 4	67 2208 20 37 89 270 130 79 4
44 48 28 44 63 130 4	101 2208 20 37 89 270 130 79 4
44 48 28 44 63 130 4	67 95 57 20 37 89 270 130 79 4
44 48 28 44 63 130 4	101 95 57 20 37 89 270 130 79 4
44 371 42 8 1 4	67 4217 77 15 1500 6 2927 4
44 23 11 192 154 59 4	67 14 1540 8 164 81 4
44 23 11 195 154 4	101 14 5369 8 15 164 4
44 362 1079 10 660 4	67 1 99 125 23 916 4
44 362 1079 10 660 4	101 1 165 125 23 916 4
44 362 1079 10 660 4	4874 29 101 18 648 23 708 4
44 362 1079 10 660 4	1167 29 624 4994 23 708 4
44 362 1079 10 660 4	4874 29 101 4994 23 708 4
